image_id,operations
ISIC_0026843,"Brightness Correction, Minimal Enhancement"
ISIC_0025519,Minimal Enhancement
ISIC_0029841,"Brightness Normalization, CLAHE, Denoising"
ISIC_0030319,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0030965,"Brightness Normalization, Minimal Enhancement"
ISIC_0025699,"Brightness Normalization, Minimal Enhancement"
ISIC_0029617,CLAHE
ISIC_0031783,"Brightness Correction, Denoising"
ISIC_0030137,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0024371,Minimal Enhancement
ISIC_0026947,"Brightness Normalization, Minimal Enhancement"
ISIC_0024839,
ISIC_0031808,CLAHE
ISIC_0026316,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0028104,Minimal Enhancement
ISIC_0024696,Brightness Correction
ISIC_0030458,"Hair Removal, CLAHE, Denoising"
ISIC_0027470,Brightness Correction
ISIC_0031522,"Brightness Normalization, Minimal Enhancement"
ISIC_0031352,"Hair Removal, CLAHE"
ISIC_0024910,CLAHE
ISIC_0026675,Minimal Enhancement
ISIC_0026335,"Brightness Normalization, Minimal Enhancement"
ISIC_0031150,CLAHE
ISIC_0026070,
ISIC_0032024,Brightness Correction
ISIC_0032235,Minimal Enhancement
ISIC_0027916,
ISIC_0025374,"Brightness Normalization, Minimal Enhancement"
ISIC_0031961,CLAHE
ISIC_0030533,Minimal Enhancement
ISIC_0032456,"Brightness Normalization, Minimal Enhancement"
ISIC_0026072,CLAHE
ISIC_0025939,"Brightness Correction, Denoising"
ISIC_0027335,"Brightness Normalization, Minimal Enhancement"
ISIC_0026365,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028656,Minimal Enhancement
ISIC_0031716,CLAHE
ISIC_0029080,"Brightness Normalization, Minimal Enhancement"
ISIC_0028650,"Brightness Normalization, Minimal Enhancement"
ISIC_0027973,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0024495,"Hair Removal, Denoising"
ISIC_0027018,"Hair Removal, Brightness Correction, Minimal Enhancement"
ISIC_0031138,"Brightness Normalization, Minimal Enhancement"
ISIC_0025389,"Brightness Normalization, Minimal Enhancement"
ISIC_0028710,CLAHE
ISIC_0031903,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0029384,"Brightness Normalization, Minimal Enhancement"
ISIC_0031630,
ISIC_0027893,"Brightness Correction, Minimal Enhancement"
ISIC_0027982,"Hair Removal, Brightness Correction, Denoising"
ISIC_0030318,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026737,"Brightness Normalization, CLAHE"
ISIC_0031459,"Brightness Normalization, CLAHE"
ISIC_0028749,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0032445,CLAHE
ISIC_0028593,"Brightness Normalization, Minimal Enhancement"
ISIC_0026961,"Brightness Normalization, Minimal Enhancement"
ISIC_0030849,Minimal Enhancement
ISIC_0024420,Minimal Enhancement
ISIC_0030801,"Hair Removal, Brightness Correction, Denoising"
ISIC_0032358,"Brightness Normalization, Minimal Enhancement"
ISIC_0031200,"Brightness Normalization, Minimal Enhancement"
ISIC_0029101,Minimal Enhancement
ISIC_0024612,"Brightness Normalization, Minimal Enhancement"
ISIC_0031707,"Brightness Normalization, Minimal Enhancement"
ISIC_0027064,CLAHE
ISIC_0031537,"Hair Removal, Brightness Correction"
ISIC_0030231,"Hair Removal, Brightness Correction, Denoising"
ISIC_0030081,"Hair Removal, Brightness Correction"
ISIC_0031334,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0027681,"Hair Removal, Denoising"
ISIC_0029032,CLAHE
ISIC_0029243,"Hair Removal, Brightness Correction, Denoising"
ISIC_0025040,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0030988,Brightness Correction
ISIC_0024336,"Hair Removal, Denoising"
ISIC_0026704,Hair Removal
ISIC_0029302,"Brightness Correction, Minimal Enhancement"
ISIC_0027953,Minimal Enhancement
ISIC_0028995,Minimal Enhancement
ISIC_0026523,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026142,"Brightness Normalization, CLAHE, Denoising, Minimal Enhancement"
ISIC_0029206,Brightness Correction
ISIC_0031951,CLAHE
ISIC_0030310,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0030608,"Denoising, Minimal Enhancement"
ISIC_0026553,"Hair Removal, Brightness Normalization, Denoising"
ISIC_0024851,CLAHE
ISIC_0029040,Brightness Correction
ISIC_0029588,"Brightness Normalization, CLAHE"
ISIC_0031181,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0024947,
ISIC_0024446,"Hair Removal, Denoising"
ISIC_0031287,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0032365,CLAHE
ISIC_0026139,Minimal Enhancement
ISIC_0027967,Minimal Enhancement
ISIC_0024338,Minimal Enhancement
ISIC_0030935,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0029213,"CLAHE, Denoising"
ISIC_0032040,Brightness Correction
ISIC_0028229,"Brightness Normalization, Minimal Enhancement"
ISIC_0025068,Minimal Enhancement
ISIC_0025199,"Brightness Normalization, Minimal Enhancement"
ISIC_0030372,"Hair Removal, Brightness Correction"
ISIC_0028404,Minimal Enhancement
ISIC_0025083,"Denoising, Minimal Enhancement"
ISIC_0027017,Minimal Enhancement
ISIC_0029849,"Brightness Normalization, CLAHE, Denoising, Minimal Enhancement"
ISIC_0025292,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0028943,"Hair Removal, Brightness Normalization, CLAHE"
ISIC_0024312,Minimal Enhancement
ISIC_0030976,Minimal Enhancement
ISIC_0024871,"Hair Removal, Brightness Correction"
ISIC_0028830,"Brightness Normalization, Minimal Enhancement"
ISIC_0028376,"Denoising, Minimal Enhancement"
ISIC_0026576,
ISIC_0027504,"Brightness Normalization, Minimal Enhancement"
ISIC_0026409,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0025345,CLAHE
ISIC_0032303,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0032103,CLAHE
ISIC_0028707,Minimal Enhancement
ISIC_0024825,"Brightness Correction, CLAHE"
ISIC_0029406,CLAHE
ISIC_0031980,"Hair Removal, Denoising"
ISIC_0028611,CLAHE
ISIC_0024881,"Hair Removal, Brightness Correction, Denoising"
ISIC_0027094,"Brightness Correction, Minimal Enhancement"
ISIC_0028628,
ISIC_0027509,"Hair Removal, Brightness Correction, Minimal Enhancement"
ISIC_0028414,"Brightness Normalization, Minimal Enhancement"
ISIC_0026539,CLAHE
ISIC_0029764,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028842,Minimal Enhancement
ISIC_0030240,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0026871,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0027859,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0028451,"Brightness Normalization, Minimal Enhancement"
ISIC_0026663,Minimal Enhancement
ISIC_0026744,"Brightness Normalization, Minimal Enhancement"
ISIC_0025066,Minimal Enhancement
ISIC_0028236,Minimal Enhancement
ISIC_0029329,CLAHE
ISIC_0028343,"Brightness Normalization, Minimal Enhancement"
ISIC_0031519,CLAHE
ISIC_0025113,"Hair Removal, Denoising"
ISIC_0031261,Minimal Enhancement
ISIC_0028121,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0029612,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0028913,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0026015,"Brightness Normalization, CLAHE"
ISIC_0029443,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0027239,
ISIC_0028124,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0029115,Brightness Correction
ISIC_0030700,"Brightness Normalization, Minimal Enhancement"
ISIC_0031496,"Hair Removal, CLAHE, Denoising"
ISIC_0025434,"Hair Removal, Denoising"
ISIC_0028165,"Hair Removal, Denoising"
ISIC_0025623,Minimal Enhancement
ISIC_0031465,"Hair Removal, Brightness Correction, Denoising"
ISIC_0031831,"Denoising, Minimal Enhancement"
ISIC_0027770,Minimal Enhancement
ISIC_0024709,"Hair Removal, Brightness Correction"
ISIC_0027354,Minimal Enhancement
ISIC_0027388,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0030241,Minimal Enhancement
ISIC_0028931,CLAHE
ISIC_0030605,"Brightness Normalization, CLAHE"
ISIC_0031000,"Brightness Normalization, Minimal Enhancement"
ISIC_0024786,"Brightness Normalization, Minimal Enhancement"
ISIC_0029029,"Hair Removal, Denoising"
ISIC_0030130,CLAHE
ISIC_0027392,"Brightness Normalization, Minimal Enhancement"
ISIC_0031037,"Hair Removal, Brightness Correction, Denoising"
ISIC_0025799,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029627,Minimal Enhancement
ISIC_0031825,"Brightness Correction, CLAHE"
ISIC_0030677,"Brightness Normalization, Minimal Enhancement"
ISIC_0025038,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029927,"Brightness Normalization, CLAHE"
ISIC_0026567,"Brightness Correction, Minimal Enhancement"
ISIC_0029102,"Hair Removal, Brightness Correction, Minimal Enhancement"
ISIC_0027154,"Brightness Normalization, CLAHE, Denoising"
ISIC_0030383,"CLAHE, Denoising"
ISIC_0025465,CLAHE
ISIC_0024489,"Brightness Correction, CLAHE"
ISIC_0026276,Hair Removal
ISIC_0026912,"Brightness Normalization, CLAHE, Denoising"
ISIC_0027435,Minimal Enhancement
ISIC_0028180,
ISIC_0026277,
ISIC_0032395,CLAHE
ISIC_0032031,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0031888,"Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0028622,Minimal Enhancement
ISIC_0031872,"Brightness Correction, Minimal Enhancement"
ISIC_0028294,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0028662,
ISIC_0031349,"Hair Removal, Denoising"
ISIC_0026263,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0024877,"Hair Removal, Brightness Correction"
ISIC_0030835,"Brightness Correction, Denoising"
ISIC_0026280,Brightness Correction
ISIC_0027811,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0029232,
ISIC_0025470,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0026249,"Hair Removal, Brightness Correction, Denoising"
ISIC_0031218,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0024705,Minimal Enhancement
ISIC_0026803,Minimal Enhancement
ISIC_0027737,CLAHE
ISIC_0024774,"Brightness Normalization, Minimal Enhancement"
ISIC_0026248,"Hair Removal, Brightness Correction, Denoising"
ISIC_0027194,Minimal Enhancement
ISIC_0026016,CLAHE
ISIC_0029505,CLAHE
ISIC_0025378,
ISIC_0030394,Minimal Enhancement
ISIC_0027735,"Brightness Correction, CLAHE"
ISIC_0024814,"Hair Removal, Brightness Correction, Denoising"
ISIC_0031677,Minimal Enhancement
ISIC_0026069,Minimal Enhancement
ISIC_0026524,CLAHE
ISIC_0027162,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0027608,Brightness Correction
ISIC_0025312,"Brightness Normalization, Minimal Enhancement"
ISIC_0031277,"Brightness Normalization, Minimal Enhancement"
ISIC_0027270,"Brightness Normalization, CLAHE"
ISIC_0031853,CLAHE
ISIC_0031329,Brightness Correction
ISIC_0031528,"Brightness Correction, CLAHE"
ISIC_0028615,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0030369,CLAHE
ISIC_0025753,"Hair Removal, Brightness Correction"
ISIC_0031600,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0032159,Minimal Enhancement
ISIC_0024382,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028490,"Brightness Normalization, CLAHE"
ISIC_0025339,
ISIC_0029070,"Hair Removal, Brightness Correction"
ISIC_0028822,Minimal Enhancement
ISIC_0028876,"Brightness Normalization, Minimal Enhancement"
ISIC_0029527,Brightness Correction
ISIC_0032111,"Hair Removal, Brightness Correction"
ISIC_0031132,Minimal Enhancement
ISIC_0031987,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0028623,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0025515,"Hair Removal, Denoising"
ISIC_0029823,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0026631,"Brightness Normalization, CLAHE"
ISIC_0024490,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0025103,CLAHE
ISIC_0025710,"Brightness Normalization, Minimal Enhancement"
ISIC_0028094,"CLAHE, Denoising"
ISIC_0029455,Minimal Enhancement
ISIC_0025466,CLAHE
ISIC_0030123,"Hair Removal, Minimal Enhancement"
ISIC_0031945,CLAHE
ISIC_0029931,Brightness Correction
ISIC_0024782,CLAHE
ISIC_0029872,"Brightness Normalization, CLAHE"
ISIC_0029135,"Brightness Normalization, Minimal Enhancement"
ISIC_0029947,
ISIC_0028264,"Hair Removal, Minimal Enhancement"
ISIC_0025526,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0024435,Denoising
ISIC_0026590,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026311,"Brightness Normalization, Minimal Enhancement"
ISIC_0029270,CLAHE
ISIC_0030998,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0029235,
ISIC_0027826,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0028992,"Hair Removal, Minimal Enhancement"
ISIC_0026351,Minimal Enhancement
ISIC_0029320,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0029427,CLAHE
ISIC_0029464,"Brightness Normalization, Minimal Enhancement"
ISIC_0026530,"Brightness Correction, CLAHE"
ISIC_0024915,"Hair Removal, CLAHE, Denoising"
ISIC_0024409,CLAHE
ISIC_0029924,CLAHE
ISIC_0028309,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0027905,"Brightness Normalization, Minimal Enhancement"
ISIC_0029061,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0031893,"Brightness Normalization, Minimal Enhancement"
ISIC_0027202,"Brightness Normalization, CLAHE"
ISIC_0032498,Minimal Enhancement
ISIC_0024909,"Brightness Normalization, Minimal Enhancement"
ISIC_0028258,"Hair Removal, Brightness Correction, Denoising"
ISIC_0027083,Minimal Enhancement
ISIC_0029778,Brightness Correction
ISIC_0027820,Brightness Correction
ISIC_0029555,Brightness Correction
ISIC_0027831,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0024602,Brightness Correction
ISIC_0024943,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028479,"Brightness Normalization, CLAHE"
ISIC_0024770,Brightness Correction
ISIC_0028209,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029518,"Brightness Normalization, CLAHE"
ISIC_0028449,"Brightness Normalization, Minimal Enhancement"
ISIC_0028123,"Brightness Normalization, Minimal Enhancement"
ISIC_0026717,CLAHE
ISIC_0027463,"Brightness Normalization, Minimal Enhancement"
ISIC_0025810,"CLAHE, Denoising"
ISIC_0027559,
ISIC_0024408,Minimal Enhancement
ISIC_0030173,Minimal Enhancement
ISIC_0029012,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026174,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0027279,"Brightness Normalization, Minimal Enhancement"
ISIC_0032170,"Hair Removal, Denoising"
ISIC_0024498,"Hair Removal, Brightness Normalization, Denoising"
ISIC_0025005,"Hair Removal, Brightness Correction, Denoising"
ISIC_0025851,CLAHE
ISIC_0028347,"Hair Removal, Brightness Correction, Denoising"
ISIC_0033460,Minimal Enhancement
ISIC_0033722,"Brightness Correction, CLAHE"
ISIC_0034315,CLAHE
ISIC_0032967,
ISIC_0033199,Minimal Enhancement
ISIC_0032719,"Hair Removal, CLAHE, Denoising"
ISIC_0030630,Minimal Enhancement
ISIC_0033305,Minimal Enhancement
ISIC_0032179,"Hair Removal, Brightness Correction, Denoising"
ISIC_0031428,Brightness Correction
ISIC_0032315,"Hair Removal, Brightness Normalization, CLAHE"
ISIC_0028411,"Hair Removal, Brightness Correction, Denoising"
ISIC_0032681,"Brightness Normalization, Minimal Enhancement"
ISIC_0033509,"Brightness Normalization, Minimal Enhancement"
ISIC_0032694,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0034197,"Brightness Normalization, Minimal Enhancement"
ISIC_0034057,"Brightness Normalization, CLAHE"
ISIC_0033260,"Brightness Correction, CLAHE"
ISIC_0032643,"Brightness Normalization, Minimal Enhancement"
ISIC_0033732,Minimal Enhancement
ISIC_0032827,Brightness Correction
ISIC_0033022,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0032835,Minimal Enhancement
ISIC_0033480,"Hair Removal, Brightness Correction, Denoising"
ISIC_0034165,"Brightness Normalization, Minimal Enhancement"
ISIC_0033185,"Brightness Normalization, Minimal Enhancement"
ISIC_0033783,Minimal Enhancement
ISIC_0033693,"Hair Removal, Brightness Correction, Minimal Enhancement"
ISIC_0032804,Minimal Enhancement
ISIC_0033924,Minimal Enhancement
ISIC_0033531,"Brightness Correction, CLAHE"
ISIC_0032636,
ISIC_0033270,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0033246,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0032843,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0033528,"Hair Removal, Denoising"
ISIC_0033865,CLAHE
ISIC_0034296,"Brightness Correction, CLAHE, Denoising"
ISIC_0032763,"Brightness Correction, CLAHE, Denoising"
ISIC_0034291,"Hair Removal, Denoising"
ISIC_0034167,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0033949,Minimal Enhancement
ISIC_0032773,"Hair Removal, Denoising"
ISIC_0033156,"Brightness Normalization, CLAHE, Denoising, Minimal Enhancement"
ISIC_0033701,"Brightness Normalization, Minimal Enhancement"
ISIC_0033854,Minimal Enhancement
ISIC_0033884,"Brightness Normalization, Minimal Enhancement"
ISIC_0034142,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0033784,"Brightness Normalization, Minimal Enhancement"
ISIC_0033307,CLAHE
ISIC_0033987,"Hair Removal, Denoising"
ISIC_0033553,Minimal Enhancement
ISIC_0033401,Minimal Enhancement
ISIC_0033169,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0033855,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0033660,"Hair Removal, Brightness Correction, Denoising"
ISIC_0034221,Brightness Correction
ISIC_0033945,
ISIC_0033491,Minimal Enhancement
ISIC_0034280,Minimal Enhancement
ISIC_0034151,"Brightness Correction, CLAHE"
ISIC_0033391,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0033750,"Brightness Normalization, Minimal Enhancement"
ISIC_0033685,"Brightness Normalization, Minimal Enhancement"
ISIC_0033631,"Hair Removal, Brightness Correction, Minimal Enhancement"
ISIC_0033490,"Brightness Normalization, CLAHE, Denoising"
ISIC_0034283,"Brightness Normalization, CLAHE"
ISIC_0032740,"Brightness Normalization, CLAHE"
ISIC_0034186,Brightness Correction
ISIC_0031601,CLAHE
ISIC_0034252,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0033829,
ISIC_0026790,CLAHE
ISIC_0029113,
ISIC_0030323,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0032113,Minimal Enhancement
ISIC_0032330,
ISIC_0026511,"Brightness Normalization, Minimal Enhancement"
ISIC_0032271,CLAHE
ISIC_0027142,CLAHE
ISIC_0031897,CLAHE
ISIC_0027747,
ISIC_0031253,Brightness Normalization
ISIC_0024643,Minimal Enhancement
ISIC_0029202,"Brightness Correction, CLAHE"
ISIC_0026205,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0031619,"Brightness Normalization, Minimal Enhancement"
ISIC_0031396,CLAHE
ISIC_0031196,"Brightness Normalization, Minimal Enhancement"
ISIC_0032249,Minimal Enhancement
ISIC_0024337,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0027370,CLAHE
ISIC_0026566,"Brightness Normalization, Minimal Enhancement"
ISIC_0028681,"Brightness Normalization, Minimal Enhancement"
ISIC_0024383,Minimal Enhancement
ISIC_0029801,CLAHE
ISIC_0032124,"Brightness Normalization, Minimal Enhancement"
ISIC_0029793,Minimal Enhancement
ISIC_0031133,"Denoising, Minimal Enhancement"
ISIC_0030959,"Brightness Correction, Minimal Enhancement"
ISIC_0029251,Minimal Enhancement
ISIC_0026046,"CLAHE, Denoising"
ISIC_0027875,CLAHE
ISIC_0029107,"Brightness Normalization, Minimal Enhancement"
ISIC_0031511,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0028587,"Denoising, Minimal Enhancement"
ISIC_0026291,Minimal Enhancement
ISIC_0026422,
ISIC_0030316,Minimal Enhancement
ISIC_0028497,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0029345,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0026846,"Hair Removal, Denoising"
